First Name,Last Name,Customer Name,Education,Income,Loyalty Number,Customer_ID
Jacquline,Lemucchi,Jacquline Lemucchi,Master,18577,100816,-8712284284363932419
Lorretta,Gainous,Lorretta Gainous,Bachelor,34505,100835,6129736321030183534
Iola,Ellerkamp,Iola Ellerkamp,Bachelor,38667,100859,-3174741187172367762
Kiara,Gamero,Kiara Gamero,Bachelor,85296,100876,4273691139342215466
Renay,Badura,Renay Badura,Bachelor,40571,100881,-17709033700581987
Jesus,Kemper,Jesus Kemper,Bachelor,88997,100895,-599549014587738591
Lola,Mir,Lola Mir,Bachelor,21839,100922,-4094820142381310659
Maximina,Corwin,Maximina Corwin,Bachelor,20200,100937,4881692717421335645
Claudie,Sourwine,Claudie Sourwine,Bachelor,39007,100975,-4120275744277568160
Tenesha,Delph,Tenesha Delph,High School or Below,13535,100980,220608495934158847
Antone,Oja,Antone Oja,Bachelor,44368,100996,8103208572127229251
Janell,Thadison,Janell Thadison,Bachelor,70988,101006,7756876457357695963
Victorina,Jividen,Victorina Jividen,Bachelor,33640,101018,8010706121247634303
Elvin,Hamblin,Elvin Hamblin,Bachelor,72006,101025,9072602622342479569
Reid,Vagle,Reid Vagle,Bachelor,69678,101035,-9182719914684072119
Ladawn,Gibby,Ladawn Gibby,Doctor,21986,101073,4515462903876152508
Santa,Bogany,Santa Bogany,Bachelor,77693,101100,5290482195798218648
Hwa,Scalf,Hwa Scalf,Bachelor,70742,101122,6788536105748429890
Francine,Lovato,Francine Lovato,High School or Below,12964,101148,-434350751252295542
Alica,Popadiuk,Alica Popadiuk,Bachelor,50332,101160,-2425148346607521999
Cherlyn,Presume,Cherlyn Presume,High School or Below,16618,101168,4247281828175667940
Delaine,Every,Delaine Every,Bachelor,29853,101175,7585661401367083911
Lakia,Courtwright,Lakia Courtwright,Bachelor,79619,101204,5272119412894061945
Sumiko,Bready,Sumiko Bready,High School or Below,20832,101217,3736267178606111981
Ada,Eurich,Ada Eurich,Bachelor,89410,101242,4224959368779351329
Sylvester,Wimbs,Sylvester Wimbs,Bachelor,31056,101276,-5365497912827484688
Suzette,Dumar,Suzette Dumar,Bachelor,61085,101284,-4537470890620262462
Jose,Lench,Jose Lench,High School or Below,17161,101289,-754713977260002211
Isabel,Wippert,Isabel Wippert,Bachelor,61347,101305,6474690208889459509
Lessie,Farnan,Lessie Farnan,Bachelor,66467,101315,-874681951776018668
Nereida,Ackerley,Nereida Ackerley,Bachelor,25666,101356,-8396757272952160012
Karie,Neumeier,Karie Neumeier,Bachelor,37449,101363,-5373131500041591477
Rubin,Roudabush,Rubin Roudabush,Bachelor,63422,101424,6537931331730303039
Chanda,Siderine,Chanda Siderine,High School or Below,17576,101443,-7336024154846803183
Tracee,Daro,Tracee Daro,Bachelor,29250,101457,-4282319871353315252
Hilaria,Katzenbach,Hilaria Katzenbach,Bachelor,81872,101487,1051246975297576826
Shona,Calk,Shona Calk,Bachelor,50296,101515,8515437841095013086
Jayna,Drey,Jayna Drey,Bachelor,32051,101531,-5145076835747798634
Carmen,Lafontaine,Carmen Lafontaine,Bachelor,50719,101540,-8015102514888594844
Travis,Hutching,Travis Hutching,Bachelor,95241,101544,-6883381337453230670
Gigi,Gamino,Gigi Gamino,Master,19382,101567,3138657659208839444
Mikki,Belvins,Mikki Belvins,Bachelor,76357,101581,-8832415960511713492
Jeana,Lipitz,Jeana Lipitz,Doctor,25237,101594,-7800731281347550788
Treena,Bookamer,Treena Bookamer,High School or Below,16040,101595,9023749787574691230
Keva,Yamanoha,Keva Yamanoha,Bachelor,46396,101637,-1295750372786997719
Andrew,Lackey,Andrew Lackey,Master,19683,101644,-1195312437612172376
Augustine,Lambertus,Augustine Lambertus,Bachelor,54780,101662,8042844309134439142
Gema,Kufner,Gema Kufner,Bachelor,86148,101663,4755034815832517909
Monica,Rosenwald,Monica Rosenwald,Bachelor,76184,101664,-1927526420407651061
Cheyenne,Unknow,Cheyenne Unknow,High School or Below,10269,101667,6929323487861248231
Daniele,Prasad,Daniele Prasad,Doctor,29111,101685,1582743917783692187
Keely,Fernadez,Keely Fernadez,Bachelor,37282,101698,7839384151532559316
Jaimee,Clem,Jaimee Clem,Bachelor,47593,101709,2624323946024874176
Gaye,Caroselli,Gaye Caroselli,Bachelor,48008,101710,815422291208069019
Shani,Wiechec,Shani Wiechec,Bachelor,23629,101725,7665957474778960141
Roosevelt,Kovacich,Roosevelt Kovacich,Bachelor,63774,101730,4847965418567327199
Spencer,Mccament,Spencer Mccament,Bachelor,96200,101736,-173895653655568152
Samual,Sukhram,Samual Sukhram,Bachelor,69833,101738,5082962123124035236
Raymon,Defosses,Raymon Defosses,Bachelor,52423,101768,8544463001809081164
Roxanna,Brege,Roxanna Brege,High School or Below,26463,101769,8962094593052899009
Gladys,Brach,Gladys Brach,Bachelor,31063,101845,411134457061881567
Geraldo,Brakeman,Geraldo Brakeman,Bachelor,27514,101848,5704243795068221202
Maida,Gold,Maida Gold,Bachelor,43860,101856,3207631851253655354
Benny,Linamen,Benny Linamen,Bachelor,69497,101870,7846160757285682209
Rosario,Sloop,Rosario Sloop,Bachelor,68297,101895,-7004905629602046053
Matt,Phoenix,Matt Phoenix,Bachelor,41459,101896,-3394627169276870758
Yi,Nesti,Yi Nesti,Bachelor,79090,101902,7633233638492609938
Jacob,Lagesse,Jacob Lagesse,Bachelor,77060,101925,-9141380608095226432
Socorro,Stcyr,Socorro Stcyr,Bachelor,35461,101945,-4344471336252717743
Terry,Fusselman,Terry Fusselman,Bachelor,68131,101950,4103873075391558726
Chas,Miesner,Chas Miesner,Bachelor,36889,101958,7773580998190805179
August,Gandolfi,August Gandolfi,Bachelor,48829,101962,3833511439559224099
Latonya,Kuhre,Latonya Kuhre,Doctor,16552,101968,3702753033235488507
Emilee,Swett,Emilee Swett,Bachelor,71684,101972,-6505504110391262036
Lupe,Bellace,Lupe Bellace,Bachelor,31093,101988,-7361170670505318315
Lennie,Betters,Lennie Betters,Master,27972,101991,2375887637769309482
Eloy,Glasson,Eloy Glasson,Bachelor,31617,102031,-7185090676189804810
Keven,Anis,Keven Anis,Bachelor,60920,102089,5616087218647692339
Chelsie,Davids,Chelsie Davids,Master,10621,102100,2334762870258718138
Danelle,Bergsjo,Danelle Bergsjo,Bachelor,75644,102129,-8497602435612221106
Ai,Goud,Ai Goud,Bachelor,48259,102137,9014296598698412366
Thanh,Biskup,Thanh Biskup,Doctor,18495,102143,1766446741677133277
Christinia,Luquin,Christinia Luquin,Master,25944,102146,-4703831359675452133
Elane,Swarat,Elane Swarat,Bachelor,42983,102152,3457867133058669397
Fidelia,Rogers,Fidelia Rogers,Bachelor,34498,102160,2425037733212710131
Melany,Lamagna,Melany Lamagna,Bachelor,51335,102162,5561353272241402233
Verena,Salberg,Verena Salberg,Bachelor,61469,102184,-7429215544931693261
Mary,Casteel,Mary Casteel,Bachelor,43054,102190,481996797301091315
Leah,Opsahl,Leah Opsahl,Bachelor,74487,102207,7631673087656228402
Kourtney,Dupaty,Kourtney Dupaty,Bachelor,27804,102212,-7349579232907341041
Marisha,Halmstead,Marisha Halmstead,High School or Below,28855,102259,5549355811796465536
Tawnya,Inniss,Tawnya Inniss,Bachelor,23179,102272,-5512396799541758383
Alba,Yacullo,Alba Yacullo,High School or Below,20978,102292,1562272211806460413
Marcus,Snaer,Marcus Snaer,Bachelor,60920,102311,-8704675713336068203
Jazmin,Waln,Jazmin Waln,Bachelor,45963,102354,1408463536930438796
Callie,Dumbleton,Callie Dumbleton,High School or Below,16495,102380,578412017226397120
Karie,Temoney,Karie Temoney,Bachelor,51814,102381,836331392159905830
Rosenda,Malawy,Rosenda Malawy,Bachelor,29462,102388,4839687580275015939
Laraine,Spaeth,Laraine Spaeth,Bachelor,59232,102396,-5928054389797317470
Magdalen,Mcshane,Magdalen Mcshane,Bachelor,60969,102412,4302119203152483085
Star,Jansen,Star Jansen,Bachelor,56768,102420,-3650900642362292914
Sherryl,Mamaclay,Sherryl Mamaclay,Bachelor,39161,102464,6852220680164438721
Rosaria,Mussa,Rosaria Mussa,Bachelor,41440,102549,1652757478806562330
Christina,Maidonado,Christina Maidonado,High School or Below,13432,102550,5460188218362999665
Merle,Coonce,Merle Coonce,Doctor,29950,102556,6718071736714619249
Kathryn,Mcjunkin,Kathryn Mcjunkin,Bachelor,36889,102578,4107636186760284773
Shani,Eskra,Shani Eskra,Bachelor,86073,102609,8182933209831416311
Erline,Fellers,Erline Fellers,Doctor,10375,102615,7711247989711598845
Myrtis,Ronero,Myrtis Ronero,Bachelor,70725,102625,9042424826117666798
Issac,Trizarry,Issac Trizarry,High School or Below,19065,102633,112903749241909340
Vasiliki,Benzing,Vasiliki Benzing,Bachelor,69678,102696,-2983679502205026607
Eli,Woodford,Eli Woodford,Bachelor,71391,102726,-4349021331879978530
Chance,Sammer,Chance Sammer,High School or Below,29735,102730,4258847869777483524
Malissa,Umin,Malissa Umin,Bachelor,50071,102732,-5614672692537830700
Estell,Chevas,Estell Chevas,Bachelor,93836,102740,-4995499110089805047
Alla,Armwood,Alla Armwood,Bachelor,42596,102788,-2863100782052203162
Terry,Peredz,Terry Peredz,Bachelor,83758,102789,-1525384294449834978
Bess,Novembre,Bess Novembre,High School or Below,19634,102811,812034924160560972
Reina,Richemond,Reina Richemond,Bachelor,56788,102826,-8519915606668715290
Yolando,Dahme,Yolando Dahme,Bachelor,52210,102840,1432079773355726908
Wilhelmina,Muhs,Wilhelmina Muhs,Bachelor,21885,102849,8208622855612926529
Derick,Seiwell,Derick Seiwell,Bachelor,38688,102851,5004405658814196132
Madelyn,Dahlheimer,Madelyn Dahlheimer,High School or Below,25866,102855,916478824678342569
Gerald,Hammerly,Gerald Hammerly,Bachelor,79297,102909,3421295374569244459
Rogelio,Ahrends,Rogelio Ahrends,Doctor,25970,102918,-3466010991367015986
Fay,Prowse,Fay Prowse,Bachelor,90972,102932,6289564755669705072
Rosalba,Ferster,Rosalba Ferster,Master,19683,102970,388479249294498561
Idalia,Blair,Idalia Blair,Bachelor,71794,102982,5378692548746042406
Shad,Kinkade,Shad Kinkade,Bachelor,58498,103006,-7759112654085947450
Denice,Kosack,Denice Kosack,Bachelor,90213,103043,-1057731492792312039
Edythe,Regino,Edythe Regino,Bachelor,23671,103063,1509546529046424180
Nicolas,Barbu,Nicolas Barbu,Bachelor,54010,103074,2740573787261771153
Wanetta,Rekus,Wanetta Rekus,Bachelor,45173,103151,1346584144917961719
Kathryne,Kooser,Kathryne Kooser,Bachelor,59496,103159,2280411438277155023
Alanna,Brenes,Alanna Brenes,Doctor,20123,103165,-2447917749974237386
Babette,Desamparo,Babette Desamparo,Bachelor,37202,103175,8215121314673879034
Shirlee,Passantino,Shirlee Passantino,Bachelor,94153,103229,-3993029210977069433
Moira,Yerico,Moira Yerico,Bachelor,38492,103262,-4515795683598985456
Dennis,Salvato,Dennis Salvato,Bachelor,48269,103304,-5324359497349150552
Sammy,Tricoche,Sammy Tricoche,Bachelor,61064,103312,6875561231787994313
Laurena,Bengel,Laurena Bengel,Doctor,18495,103321,-7236340014223044210
Brain,Schamburek,Brain Schamburek,Bachelor,40135,103331,-4496671952402016633
Willy,Cochis,Willy Cochis,Bachelor,51705,103352,149498315469686900
Shan,Devoid,Shan Devoid,High School or Below,16531,103357,-1102502374049869342
Matt,Lazard,Matt Lazard,Bachelor,28314,103362,2963891572087408875
Sharan,Gradillas,Sharan Gradillas,Doctor,11432,103383,3252765893835688091
Annetta,Streams,Annetta Streams,Bachelor,26312,103389,7000772445597346992
Woodrow,Childres,Woodrow Childres,Bachelor,40463,103428,1482248350984687071
Dannielle,Carrano,Dannielle Carrano,Bachelor,48567,103436,8488896991108697959
Rosa,Gerl,Rosa Gerl,Bachelor,35442,103442,4351474455249215891
Marilu,Companie,Marilu Companie,Bachelor,51721,103461,-966130926484753374
Mira,Urion,Mira Urion,Bachelor,52348,103468,-6114840647971084664
Ryann,Tavolacci,Ryann Tavolacci,High School or Below,20068,103473,5665008259202992938
Cecily,Fabrizio,Cecily Fabrizio,High School or Below,21616,103490,-3753418990903916923
Monserrate,Grunberg,Monserrate Grunberg,Bachelor,95854,103492,6117292311469362487
Savannah,Honchell,Savannah Honchell,Bachelor,40178,103497,5905579987645799457
Idell,Chason,Idell Chason,Bachelor,46900,103502,1850782825595388411
Domingo,Snellman,Domingo Snellman,Bachelor,85210,103546,1336034165272818110
Dino,Odin,Dino Odin,Bachelor,79797,103560,-2431718240203896166
Benita,Vanepps,Benita Vanepps,Bachelor,24571,103561,-8719612563871525475
Darren,Glawson,Darren Glawson,Bachelor,71391,103582,2561342131234356389
Charmaine,Winson,Charmaine Winson,Bachelor,81872,103585,730578826805467720
Abe,Gholston,Abe Gholston,Bachelor,25542,103629,-1878159013354466151
Rufina,Blackley,Rufina Blackley,Bachelor,77678,103651,7425080568801680325
Bonita,Tubb,Bonita Tubb,Bachelor,21499,103658,6632629283344284623
Cindy,Pizzulo,Cindy Pizzulo,Bachelor,73102,103662,-6401726454646655131
Harlan,Coppa,Harlan Coppa,High School or Below,27558,103673,-5977019205107031401
Magali,Ganey,Magali Ganey,Bachelor,52009,103674,-1457615287430961647
Leslee,Redfear,Leslee Redfear,High School or Below,20394,103675,7147132735957768756
Kimberly,Liaw,Kimberly Liaw,Bachelor,60798,103683,8099557589588508958
Ramiro,Spalla,Ramiro Spalla,Bachelor,74454,103699,-6034800798348186421
Magdalene,Lavalle,Magdalene Lavalle,Bachelor,80055,103731,-7968404224474643279
Lizzette,Blumenkrantz,Lizzette Blumenkrantz,Bachelor,57760,103741,8542774834950766440
Jacklyn,Defrates,Jacklyn Defrates,Bachelor,97785,103758,8281508548517835624
Mitsuko,Mathiasen,Mitsuko Mathiasen,Bachelor,35795,103769,8763392793415750208
Sean,Beitzel,Sean Beitzel,Bachelor,91245,103792,-3982768867522492367
Rachael,Lutgen,Rachael Lutgen,Bachelor,60101,103809,-2022798528742592579
Kurtis,Alumbaugh,Kurtis Alumbaugh,High School or Below,16531,103823,-6925404702853261026
Nieves,Wallenbrock,Nieves Wallenbrock,High School or Below,13393,103825,2520340505710665811
Anne,Hiscox,Anne Hiscox,Bachelor,74770,103832,6283383092520194147
Gail,Mikola,Gail Mikola,Bachelor,80991,103842,-213760770949358425
Lorean,Lackett,Lorean Lackett,Bachelor,59367,103860,2347356961431621933
Genevieve,Moorhouse,Genevieve Moorhouse,Doctor,29950,103862,-7353513497932234937
Modesto,Bonnlander,Modesto Bonnlander,Bachelor,74592,103888,-9168543411898946584
Jaye,Salmons,Jaye Salmons,Bachelor,33176,103899,6379244273805871101
Alton,Sport,Alton Sport,Bachelor,88440,103901,-1640690889409925947
Chae,Lawther,Chae Lawther,High School or Below,20325,103916,645120186314675967
Robbyn,Bonita,Robbyn Bonita,Bachelor,28013,103969,4525027650495775856
Dorla,Mario,Dorla Mario,Doctor,23815,103970,-9008152809009742312
Chrystal,Schwuchow,Chrystal Schwuchow,Bachelor,54483,103975,-8482378240564314165
Arlette,Valiquette,Arlette Valiquette,Bachelor,64801,103998,6527633398609768120
Francisco,Ascol,Francisco Ascol,Bachelor,97830,104012,-4381405816321328090
Ivey,Rattner,Ivey Rattner,Bachelor,58557,104016,2081645564793926835
Rosenda,Mitchell,Rosenda Mitchell,Bachelor,29462,104041,5110149565249316074
Hanna,Senavanh,Hanna Senavanh,Bachelor,57125,104051,-748457357332089364
Jillian,Heimlicher,Jillian Heimlicher,Bachelor,43478,104085,-8676512251350587263
Mauro,Disarufino,Mauro Disarufino,Bachelor,66037,104098,-8162300991981837674
Nannie,Kockler,Nannie Kockler,Bachelor,41402,104118,2620464626156915570
Loyce,Trainor,Loyce Trainor,Bachelor,34510,104137,6267046981141686611
Sharell,Galster,Sharell Galster,Bachelor,45609,104141,8427154256215179013
Daisey,Sammarco,Daisey Sammarco,Bachelor,33816,104150,2263461835907961127
Fredricka,Mcdugle,Fredricka Mcdugle,Bachelor,97424,104163,-3577455983468583866
Arianna,Gillam,Arianna Gillam,Bachelor,96413,104176,3504757262202470430
Georgianna,Millea,Georgianna Millea,Bachelor,23179,104180,-3485486906260587549
Olympia,Lannigan,Olympia Lannigan,Bachelor,32314,104237,6174570323950858186
Leighann,Hausmann,Leighann Hausmann,Bachelor,39141,104267,2189745148859590124
Anissa,Churches,Anissa Churches,Bachelor,97917,104270,-3123156970715694901
Melodie,Vancleve,Melodie Vancleve,Bachelor,30895,104276,7816185647306561048
France,Ragusa,France Ragusa,Bachelor,25419,104280,-9215762077170925203
Anisa,Keup,Anisa Keup,Bachelor,72439,104287,-8705997314276717559
Shane,Gurrola,Shane Gurrola,Bachelor,29598,104292,6625142775654577947
Taunya,Aksoy,Taunya Aksoy,Master,27972,104336,-6278808553900665565
Nathanael,Ozga,Nathanael Ozga,Bachelor,86653,104339,-9210016150417051267
Dan,Enrriquez,Dan Enrriquez,Bachelor,98713,104353,5441399041111209171
Clarence,Fils,Clarence Fils,Bachelor,91393,104368,939342963114499245
Mayola,Lechliter,Mayola Lechliter,Bachelor,60244,104374,-2576497320236062221
Cordelia,Delveechio,Cordelia Delveechio,Bachelor,87728,104378,6837780049836905025
Marceline,Damario,Marceline Damario,Master,17489,104402,4828111964694512701
Sharlene,City,Sharlene City,Bachelor,48736,104407,951840030193443562
Daron,Bicking,Daron Bicking,Bachelor,40810,104426,7382347823051075751
Johnnie,Mespelt,Johnnie Mespelt,Doctor,25531,104431,-6593294916347672305
Eleanore,Neisius,Eleanore Neisius,Doctor,16269,104462,5950131339973001987
Jutta,Rendell,Jutta Rendell,High School or Below,23480,104496,7630274427967690730
Dewey,Tapper,Dewey Tapper,Bachelor,44988,104541,-1554127650425101551
Brendan,Feig,Brendan Feig,Bachelor,68211,104559,8052202117740137416
Marti,Conliffe,Marti Conliffe,Bachelor,60596,104577,-1464238277343252219
Tracey,Smuck,Tracey Smuck,Bachelor,74755,104586,1772363746876786429
Carlene,Poythress,Carlene Poythress,Bachelor,99553,104604,5543821731124721835
Lilian,Shular,Lilian Shular,Bachelor,23031,104608,-8451889312181574701
Johanne,Truglio,Johanne Truglio,Bachelor,34226,104620,-1211112920638925022
Dalton,Shiffer,Dalton Shiffer,Bachelor,97742,104624,2305974434959597229
Dotty,Hanohano,Dotty Hanohano,Bachelor,46900,104668,-1297499631490179573
Timothy,Bugay,Timothy Bugay,Bachelor,38401,104673,-7489323482179896727
Hyun,Kosoff,Hyun Kosoff,Bachelor,75690,104675,6308492234797909866
Lorita,Bakkala,Lorita Bakkala,Bachelor,61417,104717,-4323925723046084649
Jacalyn,Gephart,Jacalyn Gephart,Bachelor,25998,104732,2258386870215086137
Petrina,Chessman,Petrina Chessman,High School or Below,22520,104739,7457282655699782607
Ernestina,Guadagno,Ernestina Guadagno,Bachelor,90213,104740,1995863742352572097
Murray,Veltz,Murray Veltz,Bachelor,44661,104747,-533999304820563849
Xavier,Neuhauser,Xavier Neuhauser,Bachelor,20472,104751,-5784123494877585242
Bobbie,Wandrei,Bobbie Wandrei,Bachelor,84394,104771,-272339064103799795
Lise,Perez,Lise Perez,Bachelor,62018,104787,-4474675759124518596
Veda,Birchett,Veda Birchett,Bachelor,93836,104798,-8037181916869883663
Neely,Kvamme,Neely Kvamme,Bachelor,46135,104822,-7667778547762479357
Kena,Goodly,Kena Goodly,Bachelor,42937,104849,-8580545067210985199
Bunny,Schaffel,Bunny Schaffel,Bachelor,62271,104853,1878862625559643069
Edra,Ziska,Edra Ziska,Bachelor,23751,104865,2081846358444638653
Napoleon,Laughery,Napoleon Laughery,Bachelor,66267,104885,-403637840297415496
Cammie,Roca,Cammie Roca,Bachelor,49746,104927,-9006089316990273136
Jesse,Schirrmacher,Jesse Schirrmacher,Bachelor,73026,104944,-8084439118457953961
Rozanne,Dinkins,Rozanne Dinkins,Bachelor,79751,104960,-2225569002402407544
Faustina,Bussey,Faustina Bussey,Bachelor,26285,104982,4126767982945937352
Wilfred,Boruvka,Wilfred Boruvka,Bachelor,70795,105030,3446973311782710097
Felisha,Batel,Felisha Batel,Bachelor,43490,105042,6341610429539532428
Many,Schlicher,Many Schlicher,Doctor,18665,105063,-1139712895783090991
Kathryne,Axt,Kathryne Axt,Bachelor,65351,105074,-6081177309160446532
Evia,Gillim,Evia Gillim,Bachelor,30110,105082,-6680452912385669189
Sheena,Gradford,Sheena Gradford,Bachelor,48893,105095,-4511292645086302716
Xochitl,Capper,Xochitl Capper,Bachelor,55873,105143,376928270422866336
Emmaline,Stoel,Emmaline Stoel,Bachelor,20668,105182,1017803248001964016
Carter,Schlecter,Carter Schlecter,Bachelor,82664,105193,-345768135186598673
Matthew,Rearden,Matthew Rearden,Bachelor,53503,105201,-8808615355418608111
Olimpia,Mcginister,Olimpia Mcginister,Bachelor,77835,105214,-5963784457027824197
Christene,Wildermuth,Christene Wildermuth,Bachelor,99823,105225,1429750145680681454
Ardelia,Babat,Ardelia Babat,Bachelor,29318,105235,-90312537232392336
Cori,Hunnings,Cori Hunnings,Bachelor,95330,105244,842789878248244285
Karisa,Sturkey,Karisa Sturkey,Bachelor,66933,105251,-3471291780318411661
Joellen,Bizzle,Joellen Bizzle,Bachelor,28915,105335,-8113669669955192199
Hettie,Deischer,Hettie Deischer,Bachelor,34549,105371,-2319158206975002654
Zula,Cheshier,Zula Cheshier,Bachelor,64459,105377,2528451166865067433
Erik,Emhoff,Erik Emhoff,Bachelor,44536,105439,-1167533800526374434
Lilli,Umfleet,Lilli Umfleet,Bachelor,97732,105441,6373297613032239506
Donetta,Vanmarter,Donetta Vanmarter,Bachelor,25167,105490,-5013221059983841639
Thomasina,Valladao,Thomasina Valladao,Bachelor,25352,105495,4495440262475274449
Alita,Amarante,Alita Amarante,Master,12454,105508,6908285199311119866
Augustine,Segawa,Augustine Segawa,Doctor,22775,105537,1065616124316496231
Bradly,Korfhage,Bradly Korfhage,Bachelor,62902,105552,-8691254699724911984
Randy,Prodoehl,Randy Prodoehl,Bachelor,59216,105557,3611635394080735828
Evangeline,Arlt,Evangeline Arlt,Bachelor,48328,105568,4568651743782765648
Mariko,Stovall,Mariko Stovall,Bachelor,73060,105573,-4542596046409246140
Tiara,Saguil,Tiara Saguil,Bachelor,76514,105621,3789379387829876444
Drew,Uriegas,Drew Uriegas,Bachelor,77153,105651,-7107678813433044696
Milton,Lawall,Milton Lawall,Bachelor,91368,105669,6000950944352097593
Noel,Thiel,Noel Thiel,Bachelor,42862,105677,-8164052552383039481
Maia,Breck,Maia Breck,Bachelor,33305,105699,-8806616546207696306
Evelia,Stechuchak,Evelia Stechuchak,High School or Below,17130,105704,2051317646113427609
Danial,Luers,Danial Luers,Bachelor,80540,105717,-3004339051645058252
Lashawna,Sensel,Lashawna Sensel,Bachelor,71366,105823,-4036503547588667859
Lue,Tesauro,Lue Tesauro,Doctor,26057,105830,2129080679886250088
Damon,Stivers,Damon Stivers,Bachelor,83195,105834,-8257429215210446469
Ricki,Scarset,Ricki Scarset,Bachelor,56146,105835,-6468004437121846287
Kaitlyn,Sarchet,Kaitlyn Sarchet,Bachelor,48381,105836,8244178841939171226
Lesia,Batlle,Lesia Batlle,Bachelor,31737,105841,-8743371667479584093
Zachariah,Litchfield,Zachariah Litchfield,Bachelor,77153,105852,231431285350191668
Jannet,Hymas,Jannet Hymas,Bachelor,42871,105856,-5926051440186804545
Eddie,Enstrom,Eddie Enstrom,Bachelor,32214,105862,-8409718531507008120
Rosario,Schwall,Rosario Schwall,Bachelor,26876,105898,1199609913731882188
Alica,Halsey,Alica Halsey,Bachelor,60920,105921,7646006716878151595
Lane,Prock,Lane Prock,Bachelor,40032,105923,5180987653915183922
Lisandra,Rorer,Lisandra Rorer,Bachelor,42460,105932,-9000115751868676166
Johnnie,Frosto,Johnnie Frosto,Bachelor,27615,105954,-2127362713986894558
Hildegarde,Rosada,Hildegarde Rosada,Bachelor,83869,105990,8658927368138583758
Adam,Pipkin,Adam Pipkin,Bachelor,59848,105992,8144022794980610459
Soila,Amyx,Soila Amyx,High School or Below,24584,105993,-1122431906341867608
Maudie,Hyland,Maudie Hyland,Master,14973,106001,-1117333074840387245
Marietta,Wineinger,Marietta Wineinger,Bachelor,26004,106009,7503575497600824120
Etsuko,Solarzano,Etsuko Solarzano,Bachelor,96399,106020,7019043782613019477
Jesus,Sapien,Jesus Sapien,Bachelor,86195,106037,7879300400120608508
Kathline,Mendosa,Kathline Mendosa,Bachelor,21841,106038,6336371437696881015
